Frame	Time	R_Eye-Ear-Vertical	R_Wrist-Elbow-Shoulder	R_Hip-Knee-Ankle
655	22.586	172.81	84.6	67.8
656	22.621	172.52	83.82	67.58
657	22.655	171.92	83.38	69.45
658	22.69	171.09	83.06	67.17
659	22.724	170.19	83.1	64.37
660	22.759	169.28	83.44	67.68
661	22.793	169.3	82.67	69.89
662	22.828	169.14	82.03	69.79
663	22.862	168.96	81.83	71.06
664	22.897	169.26	81.81	66.61
665	22.931	169.05	81.9	66.0
666	22.966	168.94	81.71	66.01
667	23.0	169.15	80.74	65.78
668	23.034	169.33	79.13	68.59
669	23.069	166.67	83.16	59.1
670	23.103	169.56	77.56	65.49
671	23.138	166.73	82.61	56.24
672	23.172	166.48	82.78	56.54
673	23.207	169.58	76.74	68.95
674	23.241	169.65	75.78	70.38
675	23.276	167.04	79.91	62.18
676	23.31	166.83	80.19	60.81
677	23.345	166.69	80.16	63.51
678	23.379	166.15	79.81	65.61
679	23.414	165.56	75.79	71.6
680	23.448	165.56	75.74	74.42
681	23.483	165.97	74.87	72.45
682	23.517	166.21	74.36	71.69
683	23.552	166.28	73.37	71.04
684	23.586	166.27	75.44	66.02
685	23.621	166.0	71.6	73.51
686	23.655	165.68	70.78	74.76
687	23.69	166.12	70.88	75.12
688	23.724	165.89	70.77	74.81
689	23.759	165.28	70.13	73.34
690	23.793	165.33	69.21	75.65
691	23.828	165.32	68.01	74.96
692	23.862	165.23	67.59	73.77
693	23.897	165.21	66.16	73.73
694	23.931	164.54	66.62	73.42
695	23.966	164.64	66.64	70.9
696	24.0	165.01	67.07	71.06
697	24.034	165.23	66.81	69.68
698	24.069	165.41	65.88	69.7
699	24.103	165.51	65.18	73.21
700	24.138	165.47	65.56	72.52
701	24.172	165.53	65.38	72.0
702	24.207	165.64	65.19	73.48
703	24.241	165.62	65.13	74.48
704	24.276	165.59	65.01	75.82
705	24.31	166.08	65.12	74.4
706	24.345	166.37	65.38	74.85
707	24.379	166.74	64.12	74.21
708	24.414	168.1	62.74	74.66
709	24.448	168.17	62.69	74.21
710	24.483	168.92	60.62	71.29
711	24.517	167.89	60.82	74.88
712	24.552	167.91	61.55	72.86
713	24.586	168.29	61.44	71.85
714	24.621	168.68	60.66	74.86
715	24.655	168.88	60.6	74.99
716	24.69	169.68	59.57	77.05
717	24.724	170.19	58.7	72.09
718	24.759	169.46	59.75	77.0
719	24.793	169.87	59.77	76.48
720	24.828	170.98	58.35	72.69
721	24.862	170.78	58.31	75.42
722	24.897	171.64	57.92	73.75
723	24.931	170.83	56.73	73.86
724	24.966	170.97	53.45	72.37
725	25.0	171.34	50.59	74.62
726	25.034	171.21	48.84	76.59
727	25.069	170.72	47.13	78.19
728	25.103	170.42	45.0	78.42
729	25.138	170.37	43.99	78.86
730	25.172	169.87	43.6	76.66
731	25.207	170.07	43.85	76.57
732	25.241	169.93	40.94	80.18
733	25.276	170.29	39.17	79.73
734	25.31	168.97	40.51	79.56
735	25.345	169.74	40.03	79.85
736	25.379	169.41	38.86	82.55
737	25.414	168.6	38.33	84.24
738	25.448	165.39	36.65	84.96
739	25.483	164.35	36.21	87.22
740	25.517	165.02	34.42	87.15
741	25.552	164.06	33.54	89.32
742	25.586	163.98	35.38	84.01
743	25.621	161.23	51.25	82.59
744	25.655	161.2	52.12	83.46
745	25.69	161.37	54.47	85.16
746	25.724	161.67	55.42	86.5
747	25.759	161.12	59.07	86.26
748	25.793	164.64	52.16	90.78
749	25.828	160.62	61.66	84.35
750	25.862	164.6	55.87	86.65
751	25.897	164.19	58.4	87.88
752	25.931	163.65	59.74	93.1
753	25.966	168.89	55.47	96.7
754	26.0	163.71	67.81	93.21
755	26.034	165.71	69.4	90.94
756	26.069	165.06	72.99	93.25
757	26.103	165.52	74.29	91.79
758	26.138	165.27	77.11	86.38
759	26.172	165.65	76.88	84.68
760	26.207	166.17	77.76	85.73
761	26.241	165.93	80.24	85.31
762	26.276	165.6	83.17	80.8
