Frame	Time	R_Eye-Ear-Vertical	R_Wrist-Elbow-Shoulder	R_Hip-Knee-Ankle
611	20.367	51.96	99.55	117.79
612	20.4	51.86	100.41	118.4
613	20.433	52.53	100.77	118.66
614	20.467	52.42	100.61	117.85
615	20.5	51.96	99.29	118.01
616	20.533	52.64	100.42	118.09
617	20.567	53.26	102.38	119.78
618	20.6	53.57	101.19	118.34
619	20.633	51.55	100.86	115.47
620	20.667	51.53	100.64	114.86
621	20.7	51.77	101.16	115.12
622	20.733	52.76	100.19	117.61
623	20.767	51.87	100.34	117.25
624	20.8	52.46	100.48	116.79
625	20.833	53.01	100.4	116.86
626	20.867	53.41	99.15	115.92
627	20.9	53.69	98.87	116.85
628	20.933	53.78	97.42	116.81
629	20.967	53.79	96.66	113.89
630	21.0	54.34	97.26	113.25
631	21.033	54.05	96.62	113.13
632	21.067	54.53	96.89	113.69
633	21.1	53.3	97.0	114.72
634	21.133	54.92	97.77	114.02
635	21.167	55.23	97.17	114.98
636	21.2	55.19	96.93	116.38
637	21.233	53.67	98.2	115.19
638	21.267	51.6	97.8	112.77
639	21.3	50.91	97.7	112.29
640	21.333	49.34	98.63	111.83
641	21.367	47.69	99.16	110.5
642	21.4	45.45	98.57	110.02
643	21.433	45.3	98.55	110.93
644	21.467	46.53	98.68	111.38
645	21.5	44.26	95.36	111.64
646	21.533	43.42	94.51	112.08
647	21.567	43.26	94.09	112.79
648	21.6	42.07	94.5	112.89
649	21.633	41.6	94.3	112.81
650	21.667	40.19	94.54	115.03
651	21.7	41.97	94.86	116.78
652	21.733	41.26	96.13	114.98
653	21.767	43.69	99.19	115.42
654	21.8	45.13	100.07	114.25
655	21.833	48.59	101.33	112.18
656	21.867	50.46	87.6	106.23
657	21.9	49.27	104.86	106.65
658	21.933	49.54	101.07	98.84
659	21.967	49.1	100.29	96.63
660	22.0	50.91	101.06	96.0
661	22.033	52.8	100.51	94.96
662	22.067	54.98	86.61	98.76
663	22.1	56.59	87.61	101.03
664	22.133	56.0	86.24	101.17
665	22.167	55.83	85.47	100.72
666	22.2	55.0	83.39	105.86
667	22.233	55.1	83.48	106.88
668	22.267	54.7	82.88	104.13
669	22.3	55.12	82.54	106.51
670	22.333	55.59	94.6	104.17
671	22.367	55.6	85.58	105.31
672	22.4	56.24	85.87	107.16
673	22.433	58.2	86.3	110.13
674	22.467	56.18	101.93	108.92
675	22.5	59.9	83.33	109.9
676	22.533	59.07	81.02	109.91
677	22.567	58.75	79.23	110.71
678	22.6	60.1	81.1	109.97
679	22.633	57.9	90.31	106.22
680	22.667	58.46	89.62	110.18
681	22.7	60.65	78.04	107.65
682	22.733	59.34	90.51	109.55
683	22.767	59.88	89.71	111.45
684	22.8	59.4	88.31	111.47
685	22.833	59.5	88.01	110.24
686	22.867	61.03	88.15	110.29
687	22.9	62.17	91.66	113.97
688	22.933	64.92	95.39	115.59
689	22.967	66.43	95.74	116.68
690	23.0	69.83	96.68	117.7
691	23.033	72.48	98.15	119.0
692	23.067	74.57	97.19	117.89
693	23.1	76.46	100.45	120.11
694	23.133	78.25	101.53	119.97
695	23.167	80.65	101.64	120.91
696	23.2	81.1	101.77	121.05
697	23.233	81.2	101.68	121.07
698	23.267	80.26	101.33	118.03
699	23.3	80.01	101.04	116.69
700	23.333	80.33	103.29	114.13
701	23.367	80.18	102.55	114.44
702	23.4	81.2	104.08	114.04
703	23.433	82.13	105.3	114.99
704	23.467	82.26	106.52	112.98
705	23.5	83.66	109.27	111.34
706	23.533	83.78	109.27	109.29
707	23.567	84.62	109.07	109.89
708	23.6	84.01	108.66	112.08
709	23.633	84.31	107.81	111.48
710	23.667	84.97	104.32	116.26
711	23.7	84.83	102.6	117.84
712	23.733	83.85	102.28	111.62
713	23.767	83.95	102.51	109.25
714	23.8	83.0	101.88	110.59
715	23.833	83.19	100.86	113.43
716	23.867	83.97	101.29	114.23
717	23.9	84.43	100.2	113.74
718	23.933	83.15	90.8	108.66
719	23.967	83.95	102.84	116.68
720	24.0	83.94	102.69	115.9
721	24.033	82.43	98.56	116.19
722	24.067	82.04	97.4	115.78
723	24.1	80.66	95.82	115.25
724	24.133	80.96	92.55	118.1
725	24.167	78.3	90.35	117.73
726	24.2	77.21	89.66	117.82
727	24.233	73.27	92.75	116.9
728	24.267	71.88	91.29	116.66
729	24.3	72.04	92.27	116.69
730	24.333	72.46	90.83	117.35
731	24.367	72.97	90.76	118.03
732	24.4	74.36	88.35	117.6
733	24.433	73.56	86.1	117.0
734	24.467	74.32	82.19	113.5
735	24.5	74.09	85.91	115.19
736	24.533	73.26	87.1	115.14
737	24.567	72.53	87.61	117.22
738	24.6	72.58	86.53	115.49
739	24.633	68.6	81.12	107.89
740	24.667	68.51	81.53	107.11
741	24.7	66.59	81.68	105.85
742	24.733	67.08	83.11	106.69
743	24.767	67.3	84.7	105.98
744	24.8	67.39	85.31	105.92
745	24.833	67.51	87.4	107.08
746	24.867	67.53	92.63	108.18
747	24.9	68.3	93.76	108.4
748	24.933	69.02	95.1	109.65
749	24.967	68.95	94.06	109.66
750	25.0	70.01	93.05	120.41
751	25.033	69.38	96.19	119.71
752	25.067	70.28	94.65	116.98
753	25.1	70.04	97.13	116.18
754	25.133	69.99	100.77	113.67
755	25.167	70.46	103.16	115.02
756	25.2	70.35	104.27	113.09
757	25.233	73.45	100.52	110.17
758	25.267	73.25	102.41	111.38
759	25.3	74.91	102.06	113.16
760	25.333	74.79	103.41	112.46
761	25.367	75.48	103.68	112.06
762	25.4	75.62	104.52	112.72
763	25.433	75.46	105.22	113.7
764	25.467	75.17	104.8	113.39
765	25.5	74.92	105.45	113.07
